Quality_ID,Batch_ID,Product_ID,Inspection_Date,Test_Type,Test_Result,Specification_Limit,Quality_Status,Defect_Type,Rejection_Qty
Q00676,B202500676,P014,2026-03-09,Purity,97.58,97.07,Passed,None,0
Q00677,B202600677,P012,2025-03-23,Purity,94.65,96.36,Failed,Dissolution Failure,637
Q00678,B202500678,P011,2025-06-19,Potency,97.6,97.68,Failed,Dissolution Failure,888
Q00679,B202600679,P019,2026-06-24,Potency,96.5,96.78,Failed,High Impurity,255
Q00680,B202500680,P017,2026-06-06,Assay,92.03,95.87,Failed,Dissolution Failure,804
Q00681,B202600681,P008,2025-06-13,Purity,96.36,96.85,Failed,Contamination,959
Q00682,B202500682,P006,2026-02-27,Assay,99.84,97.56,Passed,None,0
Q00683,B202600683,P002,2026-02-18,Purity,98.53,96.22,Passed,None,0
Q00684,B202500684,P005,2025-03-16,Purity,97.91,98.12,Failed,Contamination,458
Q00685,B202600685,P007,2025-06-13,Assay,101.0,96.67,Passed,None,0
Q00686,B202500686,P005,2026-03-27,Purity,101.04,98.58,Passed,None,0
Q00687,B202600687,P012,2026-04-27,Purity,96.24,96.57,Failed,High Impurity,70
Q00688,B202500688,P009,2026-04-20,Dissolution,100.88,98.4,Passed,None,0
Q00689,B202600689,P020,2025-12-11,Potency,92.91,96.0,Failed,Low Potency,826
Q00690,B202500690,P019,2025-09-02,Potency,100.25,96.28,Passed,None,0
Q00691,B202600691,P003,2025-09-03,Dissolution,101.61,98.7,Passed,None,0
Q00692,B202500692,P018,2026-02-20,Purity,103.21,98.25,Passed,None,0
Q00693,B202600693,P020,2025-01-21,Potency,98.7,96.36,Passed,None,0
Q00694,B202500694,P003,2025-01-23,Dissolution,100.47,95.73,Passed,None,0
Q00695,B202600695,P016,2026-06-09,Potency,99.97,98.54,Passed,None,0
Q00696,B202500696,P016,2025-07-23,Potency,97.82,95.88,Passed,None,0
Q00697,B202600697,P001,2025-06-21,Assay,101.58,97.76,Passed,None,0
Q00698,B202500698,P015,2025-01-04,Dissolution,97.15,96.88,Passed,None,0
Q00699,B202600699,P016,2026-05-28,Potency,98.88,98.97,Failed,Low Potency,167
Q00700,B202500700,P009,2025-04-11,Dissolution,99.5,98.33,Passed,None,0
Q00701,B202600701,P010,2026-08-10,Assay,99.98,96.85,Passed,None,0
Q00702,B202500702,P008,2025-06-04,Purity,96.06,95.8,Passed,None,0
Q00703,B202600703,P011,2025-09-14,Potency,102.86,98.77,Passed,None,0
Q00704,B202500704,P016,2025-10-05,Potency,101.34,98.14,Passed,None,0
Q00705,B202600705,P009,2025-12-07,Dissolution,101.92,98.9,Passed,None,0
Q00706,B202500706,P012,2025-02-04,Purity,98.65,98.36,Passed,None,0
Q00707,B202600707,P004,2025-11-22,Assay,98.1,97.5,Passed,None,0
Q00708,B202500708,P002,2026-04-06,Purity,99.21,97.06,Passed,None,0
Q00709,B202600709,P002,2025-12-30,Purity,102.25,98.15,Passed,None,0
Q00710,B202500710,P019,2025-03-16,Potency,94.88,95.16,Failed,Low Potency,269
Q00711,B202600711,P008,2026-03-24,Purity,99.24,96.8,Passed,None,0
Q00712,B202500712,P003,2025-06-25,Dissolution,100.95,97.23,Passed,None,0
Q00713,B202600713,P010,2026-04-13,Assay,97.7,98.45,Failed,High Impurity,231
Q00714,B202500714,P001,2025-11-12,Assay,97.87,95.33,Passed,None,0
Q00715,B202600715,P019,2025-03-08,Potency,98.99,98.18,Passed,None,0
Q00716,B202500716,P008,2025-04-27,Purity,97.32,96.69,Passed,None,0
Q00717,B202600717,P010,2025-09-07,Assay,94.37,95.41,Failed,Contamination,769
Q00718,B202500718,P019,2025-07-13,Potency,98.52,96.27,Passed,None,0
Q00719,B202600719,P017,2025-11-01,Assay,102.53,98.74,Passed,None,0
Q00720,B202500720,P014,2025-02-21,Purity,93.63,96.01,Failed,Low Potency,740
Q00721,B202600721,P001,2026-01-22,Assay,101.03,98.36,Passed,None,0
Q00722,B202500722,P009,2026-07-24,Dissolution,100.79,98.41,Passed,None,0
Q00723,B202600723,P010,2025-02-19,Assay,93.91,95.01,Failed,Contamination,691
Q00724,B202500724,P007,2026-01-27,Assay,95.09,95.58,Failed,Low Potency,719
Q00725,B202600725,P008,2026-08-04,Purity,96.48,96.14,Passed,None,0
Q00726,B202500726,P015,2025-07-30,Dissolution,103.09,98.76,Passed,None,0
Q00727,B202600727,P017,2025-01-11,Assay,98.3,98.79,Failed,High Impurity,76
Q00728,B202500728,P007,2025-05-20,Assay,94.7,95.13,Failed,Contamination,181
Q00729,B202600729,P014,2026-05-21,Purity,101.45,95.71,Passed,None,0
Q00730,B202500730,P005,2025-09-17,Purity,96.16,97.27,Failed,Contamination,919
Q00731,B202600731,P020,2026-03-14,Potency,97.2,95.22,Passed,None,0
Q00732,B202500732,P009,2025-09-01,Dissolution,96.25,95.9,Passed,None,0
Q00733,B202600733,P018,2025-11-01,Purity,90.85,95.85,Failed,Contamination,911
Q00734,B202500734,P001,2025-05-13,Assay,99.41,97.49,Passed,None,0
Q00735,B202600735,P019,2025-11-28,Potency,99.46,98.27,Passed,None,0
Q00736,B202500736,P014,2025-08-14,Purity,97.29,95.64,Passed,None,0
Q00737,B202600737,P017,2025-04-18,Assay,101.05,98.18,Passed,None,0
Q00738,B202500738,P019,2025-04-21,Potency,97.23,95.12,Passed,None,0
Q00739,B202600739,P013,2026-03-21,Assay,100.47,98.37,Passed,None,0
Q00740,B202500740,P002,2025-08-30,Purity,97.93,95.54,Passed,None,0
Q00741,B202600741,P001,2026-06-12,Assay,96.13,96.54,Failed,Packaging Defect,332
Q00742,B202500742,P009,2025-06-13,Dissolution,93.94,97.53,Failed,Low Potency,313
Q00743,B202600743,P003,2026-01-29,Dissolution,95.24,95.71,Failed,Dissolution Failure,770
Q00744,B202500744,P005,2025-08-11,Purity,94.39,96.61,Failed,Low Potency,592
Q00745,B202600745,P018,2025-02-22,Purity,97.94,96.25,Passed,None,0
Q00746,B202500746,P013,2026-01-04,Assay,97.44,97.1,Passed,None,0
Q00747,B202600747,P003,2026-06-16,Dissolution,98.37,97.47,Passed,None,0
Q00748,B202500748,P014,2026-07-01,Purity,99.9,98.25,Passed,None,0
Q00749,B202600749,P005,2025-09-23,Purity,95.34,96.32,Failed,High Impurity,597
Q00750,B202500750,P005,2025-11-09,Purity,100.24,98.36,Passed,None,0
Q00751,B202600751,P006,2025-11-29,Assay,96.59,97.63,Failed,High Impurity,301
Q00752,B202500752,P008,2026-06-18,Purity,99.99,95.16,Passed,None,0
Q00753,B202600753,P016,2025-12-28,Potency,100.18,98.89,Passed,None,0
Q00754,B202500754,P017,2026-05-14,Assay,99.74,97.66,Passed,None,0
Q00755,B202600755,P013,2026-08-23,Assay,98.64,96.03,Passed,None,0
Q00756,B202500756,P009,2025-11-10,Dissolution,99.41,96.14,Passed,None,0
Q00757,B202600757,P002,2025-05-13,Purity,102.46,98.67,Passed,None,0
Q00758,B202500758,P016,2026-03-04,Potency,98.68,95.26,Passed,None,0
Q00759,B202600759,P018,2026-06-12,Purity,99.68,98.63,Passed,None,0
Q00760,B202500760,P018,2025-11-04,Purity,99.51,96.44,Passed,None,0
Q00761,B202600761,P016,2025-03-14,Potency,97.28,95.2,Passed,None,0
Q00762,B202500762,P019,2026-06-08,Potency,98.4,95.44,Passed,None,0
Q00763,B202600763,P003,2026-02-05,Dissolution,98.33,96.46,Passed,None,0
Q00764,B202500764,P008,2026-01-30,Purity,99.82,98.31,Passed,None,0
Q00765,B202600765,P014,2025-10-12,Purity,98.6,96.35,Passed,None,0
Q00766,B202500766,P010,2025-07-12,Assay,96.03,95.47,Passed,None,0
Q00767,B202600767,P018,2026-01-13,Purity,99.29,96.34,Passed,None,0
Q00768,B202500768,P013,2026-01-23,Assay,100.72,98.76,Passed,None,0
Q00769,B202600769,P020,2026-01-15,Potency,100.07,98.73,Passed,None,0
Q00770,B202500770,P002,2025-05-28,Purity,99.93,96.85,Passed,None,0
Q00771,B202600771,P012,2026-04-26,Purity,98.46,97.74,Passed,None,0
Q00772,B202500772,P014,2026-01-30,Purity,100.85,98.27,Passed,None,0
Q00773,B202600773,P013,2025-05-23,Assay,92.55,95.29,Failed,Contamination,697
Q00774,B202500774,P005,2025-09-17,Purity,99.79,96.84,Passed,None,0
Q00775,B202600775,P014,2026-03-05,Purity,99.03,97.21,Passed,None,0
Q00776,B202500776,P010,2025-12-09,Assay,100.64,96.65,Passed,None,0
Q00777,B202600777,P001,2025-08-11,Assay,94.78,95.9,Failed,Low Potency,907
Q00778,B202500778,P013,2025-12-11,Assay,94.38,95.28,Failed,Contamination,861
Q00779,B202600779,P014,2026-06-08,Purity,101.17,97.88,Passed,None,0
Q00780,B202500780,P010,2025-11-04,Assay,99.77,97.8,Passed,None,0
Q00781,B202600781,P003,2026-07-01,Dissolution,98.14,96.36,Passed,None,0
Q00782,B202500782,P004,2025-05-27,Assay,98.39,96.26,Passed,None,0
Q00783,B202600783,P012,2025-04-24,Purity,100.33,97.71,Passed,None,0
Q00784,B202500784,P001,2025-07-25,Assay,97.55,98.51,Failed,High Impurity,705
Q00785,B202600785,P014,2025-12-24,Purity,94.06,96.13,Failed,Low Potency,894
Q00786,B202500786,P010,2026-08-22,Assay,96.89,95.47,Passed,None,0
Q00787,B202600787,P011,2026-02-02,Potency,97.01,96.12,Passed,None,0
Q00788,B202500788,P001,2026-01-28,Assay,96.88,96.64,Passed,None,0
Q00789,B202600789,P017,2026-02-26,Assay,99.48,97.46,Passed,None,0
Q00790,B202500790,P011,2025-02-16,Potency,96.05,96.89,Failed,Low Potency,90
Q00791,B202600791,P002,2025-06-24,Purity,98.48,97.13,Passed,None,0
Q00792,B202500792,P013,2026-07-30,Assay,100.33,98.32,Passed,None,0
Q00793,B202600793,P011,2026-06-12,Potency,99.12,97.21,Passed,None,0
Q00794,B202500794,P013,2026-04-19,Assay,95.44,95.63,Failed,Low Potency,597
Q00795,B202600795,P011,2025-01-16,Potency,99.39,96.08,Passed,None,0
Q00796,B202500796,P001,2026-04-14,Assay,99.35,97.66,Passed,None,0
Q00797,B202600797,P008,2026-06-22,Purity,99.83,98.03,Passed,None,0
Q00798,B202500798,P016,2025-03-19,Potency,94.61,96.09,Failed,Contamination,826
Q00799,B202600799,P012,2025-08-27,Purity,95.57,98.23,Failed,Packaging Defect,761
Q00800,B202500800,P005,2026-05-01,Purity,94.0,98.48,Failed,Packaging Defect,626
Q00801,B202600801,P017,2025-05-16,Assay,97.51,96.69,Passed,None,0
Q00802,B202500802,P003,2025-11-20,Dissolution,96.35,98.14,Failed,Dissolution Failure,892
Q00803,B202600803,P015,2025-11-26,Dissolution,96.73,97.42,Failed,Low Potency,860
Q00804,B202500804,P004,2026-03-11,Assay,101.01,98.58,Passed,None,0
Q00805,B202600805,P005,2026-07-08,Purity,100.73,96.13,Passed,None,0
Q00806,B202500806,P008,2025-08-21,Purity,94.5,95.19,Failed,Low Potency,668
Q00807,B202600807,P009,2025-07-26,Dissolution,99.0,98.37,Passed,None,0
Q00808,B202500808,P020,2026-01-04,Potency,99.31,96.16,Passed,None,0
Q00809,B202600809,P003,2025-07-29,Dissolution,102.53,97.79,Passed,None,0
Q00810,B202500810,P012,2025-09-18,Purity,99.66,95.01,Passed,None,0
Q00811,B202600811,P002,2025-09-06,Purity,101.05,98.44,Passed,None,0
Q00812,B202500812,P019,2026-05-14,Potency,92.96,95.06,Failed,Packaging Defect,662
Q00813,B202600813,P017,2025-07-26,Assay,102.77,97.08,Passed,None,0
Q00814,B202500814,P012,2025-01-09,Purity,93.82,98.17,Failed,Low Potency,570
Q00815,B202600815,P020,2026-06-02,Potency,96.26,95.36,Passed,None,0
Q00816,B202500816,P001,2026-06-11,Assay,98.19,95.63,Passed,None,0
Q00817,B202600817,P018,2025-04-09,Purity,101.7,97.56,Passed,None,0
Q00818,B202500818,P017,2025-07-29,Assay,98.75,96.97,Passed,None,0
Q00819,B202600819,P007,2026-07-16,Assay,98.54,97.57,Passed,None,0
Q00820,B202500820,P013,2026-05-03,Assay,101.13,95.9,Passed,None,0
Q00821,B202600821,P014,2026-01-09,Purity,99.1,97.91,Passed,None,0
Q00822,B202500822,P012,2026-04-24,Purity,96.96,95.01,Passed,None,0
Q00823,B202600823,P003,2025-05-09,Dissolution,101.07,98.95,Passed,None,0
Q00824,B202500824,P006,2026-07-13,Assay,96.52,97.7,Failed,Dissolution Failure,557
Q00825,B202600825,P008,2026-06-09,Purity,98.84,95.82,Passed,None,0
Q00826,B202500826,P001,2026-05-29,Assay,97.98,96.54,Passed,None,0
Q00827,B202600827,P001,2025-12-04,Assay,96.4,98.24,Failed,Dissolution Failure,458
Q00828,B202500828,P007,2025-07-13,Assay,99.73,98.84,Passed,None,0
Q00829,B202600829,P012,2026-06-21,Purity,100.71,96.96,Passed,None,0
Q00830,B202500830,P002,2026-08-13,Purity,98.26,96.88,Passed,None,0
Q00831,B202600831,P008,2025-01-03,Purity,94.53,95.64,Failed,High Impurity,215
Q00832,B202500832,P010,2025-02-16,Assay,99.04,98.06,Passed,None,0
Q00833,B202600833,P011,2025-03-17,Potency,100.94,97.34,Passed,None,0
Q00834,B202500834,P015,2025-10-28,Dissolution,99.51,98.07,Passed,None,0
Q00835,B202600835,P018,2025-07-19,Purity,95.55,95.06,Passed,None,0
Q00836,B202500836,P017,2026-07-21,Assay,98.72,97.77,Passed,None,0
Q00837,B202600837,P005,2025-04-26,Purity,100.6,98.93,Passed,None,0
Q00838,B202500838,P011,2025-09-25,Potency,98.32,97.42,Passed,None,0
Q00839,B202600839,P005,2026-02-09,Purity,97.21,97.93,Failed,Packaging Defect,610
Q00840,B202500840,P001,2026-03-14,Assay,102.47,98.03,Passed,None,0
Q00841,B202600841,P015,2026-01-01,Dissolution,98.89,98.08,Passed,None,0
Q00842,B202500842,P014,2025-03-13,Purity,95.9,97.51,Failed,Contamination,977
Q00843,B202600843,P006,2025-07-26,Assay,97.96,98.02,Failed,High Impurity,173
Q00844,B202500844,P006,2026-02-21,Assay,98.12,97.46,Passed,None,0
Q00845,B202600845,P008,2025-04-13,Purity,95.92,95.95,Failed,Low Potency,515
Q00846,B202500846,P019,2025-04-04,Potency,98.16,96.5,Passed,None,0
Q00847,B202600847,P018,2025-05-28,Purity,102.54,98.12,Passed,None,0
Q00848,B202500848,P009,2025-12-13,Dissolution,99.83,98.28,Passed,None,0
Q00849,B202600849,P007,2025-06-25,Assay,94.84,95.24,Failed,Packaging Defect,829
Q00850,B202500850,P012,2026-06-09,Purity,96.06,95.08,Passed,None,0
Q00851,B202600851,P016,2025-09-23,Potency,96.58,97.18,Failed,Low Potency,126
Q00852,B202500852,P004,2025-02-24,Assay,97.84,96.99,Passed,None,0
Q00853,B202600853,P005,2025-09-01,Purity,96.08,96.56,Failed,High Impurity,579
Q00854,B202500854,P013,2026-03-13,Assay,99.6,97.59,Passed,None,0
Q00855,B202600855,P013,2025-12-05,Assay,98.23,96.65,Passed,None,0
Q00856,B202500856,P007,2026-06-26,Assay,100.63,97.25,Passed,None,0
Q00857,B202600857,P001,2025-11-02,Assay,95.04,97.04,Failed,Contamination,135
Q00858,B202500858,P017,2025-02-25,Assay,102.36,96.74,Passed,None,0
Q00859,B202600859,P001,2026-04-28,Assay,100.76,97.81,Passed,None,0
Q00860,B202500860,P013,2025-07-31,Assay,99.28,95.05,Passed,None,0
Q00861,B202600861,P020,2026-01-26,Potency,91.26,95.02,Failed,Dissolution Failure,53
Q00862,B202500862,P018,2026-05-16,Purity,101.13,96.67,Passed,None,0
Q00863,B202600863,P018,2026-06-06,Purity,96.67,95.8,Passed,None,0
Q00864,B202500864,P020,2026-01-30,Potency,98.36,96.16,Passed,None,0
Q00865,B202600865,P009,2025-08-18,Dissolution,100.4,95.94,Passed,None,0
Q00866,B202500866,P015,2026-03-22,Dissolution,96.26,96.55,Failed,Contamination,433
Q00867,B202600867,P007,2025-07-01,Assay,96.3,96.79,Failed,High Impurity,994
Q00868,B202500868,P004,2026-04-15,Assay,99.33,98.05,Passed,None,0
Q00869,B202600869,P018,2025-07-04,Purity,97.94,95.64,Passed,None,0
Q00870,B202500870,P009,2025-11-22,Dissolution,99.94,97.7,Passed,None,0
Q00871,B202600871,P020,2025-12-17,Potency,100.9,98.0,Passed,None,0
Q00872,B202500872,P006,2026-05-16,Assay,100.54,97.08,Passed,None,0
Q00873,B202600873,P016,2026-03-12,Potency,96.87,97.2,Failed,Packaging Defect,102
Q00874,B202500874,P013,2025-01-23,Assay,99.07,98.48,Passed,None,0
Q00875,B202600875,P020,2025-06-19,Potency,97.18,96.57,Passed,None,0
Q00876,B202500876,P007,2025-06-21,Assay,97.59,96.64,Passed,None,0
Q00877,B202600877,P011,2025-01-25,Potency,96.86,96.12,Passed,None,0
Q00878,B202500878,P007,2025-10-24,Assay,100.25,96.73,Passed,None,0
Q00879,B202600879,P008,2025-01-25,Purity,98.89,97.7,Passed,None,0
Q00880,B202500880,P013,2025-06-01,Assay,97.47,95.56,Passed,None,0
Q00881,B202600881,P012,2026-04-05,Purity,100.54,96.84,Passed,None,0
Q00882,B202500882,P004,2025-08-31,Assay,101.42,97.95,Passed,None,0
Q00883,B202600883,P015,2026-02-04,Dissolution,98.57,97.65,Passed,None,0
Q00884,B202500884,P007,2026-02-23,Assay,92.92,97.0,Failed,High Impurity,916
Q00885,B202600885,P017,2025-06-28,Assay,97.25,96.26,Passed,None,0
Q00886,B202500886,P015,2025-03-18,Dissolution,102.19,97.53,Passed,None,0
Q00887,B202600887,P009,2026-03-28,Dissolution,93.55,97.25,Failed,Contamination,638
Q00888,B202500888,P019,2025-06-27,Potency,103.0,98.9,Passed,None,0
Q00889,B202600889,P014,2025-08-07,Purity,97.1,97.67,Failed,Contamination,490
Q00890,B202500890,P002,2026-05-24,Purity,94.99,96.07,Failed,Packaging Defect,724
Q00891,B202600891,P009,2026-07-26,Dissolution,95.09,95.69,Failed,High Impurity,555
Q00892,B202500892,P017,2025-01-15,Assay,95.81,95.95,Failed,Contamination,764
Q00893,B202600893,P017,2025-01-19,Assay,94.29,95.44,Failed,Low Potency,424
Q00894,B202500894,P014,2025-06-28,Purity,98.32,98.86,Failed,Contamination,50
Q00895,B202600895,P012,2026-05-13,Purity,95.88,95.03,Passed,None,0
Q00896,B202500896,P016,2026-07-26,Potency,97.51,96.94,Passed,None,0
Q00897,B202600897,P014,2025-02-21,Purity,100.63,98.7,Passed,None,0
Q00898,B202500898,P019,2025-05-08,Potency,95.68,97.26,Failed,High Impurity,845
Q00899,B202600899,P001,2025-10-06,Assay,98.18,97.72,Passed,None,0
Q00900,B202500900,P007,2025-06-29,Assay,96.43,95.9,Passed,None,0
Q00901,B202600901,P011,2026-02-14,Potency,100.86,98.5,Passed,None,0
Q00902,B202500902,P003,2025-03-14,Dissolution,98.62,98.0,Passed,None,0
Q00903,B202600903,P004,2025-04-09,Assay,94.9,96.98,Failed,Dissolution Failure,826
Q00904,B202500904,P006,2025-03-07,Assay,102.45,98.91,Passed,None,0
Q00905,B202600905,P015,2026-03-13,Dissolution,100.64,96.17,Passed,None,0
Q00906,B202500906,P020,2025-10-01,Potency,96.38,95.06,Passed,None,0
Q00907,B202600907,P020,2025-10-21,Potency,102.86,97.71,Passed,None,0
Q00908,B202500908,P019,2025-03-21,Potency,97.45,97.7,Failed,High Impurity,75
Q00909,B202600909,P013,2026-07-11,Assay,98.28,96.37,Passed,None,0
Q00910,B202500910,P009,2026-05-02,Dissolution,94.75,96.52,Failed,Packaging Defect,542
Q00911,B202600911,P006,2025-02-25,Assay,102.81,98.55,Passed,None,0
Q00912,B202500912,P019,2026-04-02,Potency,97.09,95.96,Passed,None,0
Q00913,B202600913,P004,2026-05-07,Assay,101.09,97.94,Passed,None,0
Q00914,B202500914,P006,2025-05-26,Assay,98.41,95.9,Passed,None,0
Q00915,B202600915,P014,2025-09-25,Purity,102.84,98.68,Passed,None,0
Q00916,B202500916,P015,2026-06-21,Dissolution,99.98,98.73,Passed,None,0
Q00917,B202600917,P004,2025-04-17,Assay,98.66,96.93,Passed,None,0
Q00918,B202500918,P002,2026-01-20,Purity,99.52,97.55,Passed,None,0
Q00919,B202600919,P016,2026-03-20,Potency,97.47,97.07,Passed,None,0
Q00920,B202500920,P016,2025-10-06,Potency,102.32,97.92,Passed,None,0
Q00921,B202600921,P008,2026-01-15,Purity,98.08,97.67,Passed,None,0
Q00922,B202500922,P005,2026-07-02,Purity,94.03,96.41,Failed,Contamination,123
Q00923,B202600923,P002,2025-09-28,Purity,99.1,96.88,Passed,None,0
Q00924,B202500924,P001,2025-02-23,Assay,99.59,97.94,Passed,None,0
Q00925,B202600925,P001,2026-06-15,Assay,98.78,96.14,Passed,None,0
Q00926,B202500926,P003,2026-01-11,Dissolution,97.02,95.03,Passed,None,0
Q00927,B202600927,P019,2026-02-02,Potency,98.67,98.52,Passed,None,0
Q00928,B202500928,P018,2025-08-01,Purity,100.35,97.69,Passed,None,0
Q00929,B202600929,P005,2025-01-15,Purity,98.25,97.68,Passed,None,0
Q00930,B202500930,P011,2026-01-03,Potency,95.31,96.4,Failed,Dissolution Failure,366
Q00931,B202600931,P011,2025-08-06,Potency,97.99,96.66,Passed,None,0
Q00932,B202500932,P016,2025-04-06,Potency,99.92,98.32,Passed,None,0
Q00933,B202600933,P002,2025-10-08,Purity,101.52,98.78,Passed,None,0
Q00934,B202500934,P020,2026-01-08,Potency,95.4,95.12,Passed,None,0
Q00935,B202600935,P013,2025-12-09,Assay,99.58,97.87,Passed,None,0
Q00936,B202500936,P009,2025-09-28,Dissolution,101.06,98.07,Passed,None,0
Q00937,B202600937,P019,2025-07-03,Potency,101.24,98.62,Passed,None,0
Q00938,B202500938,P017,2026-03-14,Assay,97.02,98.25,Failed,High Impurity,993
Q00939,B202600939,P017,2025-07-28,Assay,100.42,96.71,Passed,None,0
Q00940,B202500940,P006,2025-05-12,Assay,94.01,96.45,Failed,Packaging Defect,239
Q00941,B202600941,P002,2026-08-01,Purity,95.78,95.26,Passed,None,0
Q00942,B202500942,P012,2025-01-25,Purity,98.01,97.32,Passed,None,0
Q00943,B202600943,P015,2026-01-09,Dissolution,100.91,97.53,Passed,None,0
Q00944,B202500944,P006,2026-08-07,Assay,95.57,96.24,Failed,High Impurity,521
Q00945,B202600945,P005,2026-02-02,Purity,99.82,95.56,Passed,None,0
Q00946,B202500946,P007,2025-07-26,Assay,97.93,98.21,Failed,Dissolution Failure,604
Q00947,B202600947,P006,2025-08-07,Assay,99.6,96.59,Passed,None,0
Q00948,B202500948,P019,2026-03-30,Potency,99.94,97.14,Passed,None,0
Q00949,B202600949,P015,2025-04-27,Dissolution,98.09,98.65,Failed,Low Potency,212
Q00950,B202500950,P001,2026-02-16,Assay,97.3,95.39,Passed,None,0
Q00951,B202600951,P001,2025-03-18,Assay,98.53,95.89,Passed,None,0
Q00952,B202500952,P018,2026-03-10,Purity,101.94,97.07,Passed,None,0
Q00953,B202600953,P012,2025-07-14,Purity,99.2,97.84,Passed,None,0
Q00954,B202500954,P020,2025-05-05,Potency,96.18,95.21,Passed,None,0
Q00955,B202600955,P019,2026-01-04,Potency,97.53,97.12,Passed,None,0
Q00956,B202500956,P012,2025-12-11,Purity,97.13,96.37,Passed,None,0
Q00957,B202600957,P014,2026-07-04,Purity,91.18,95.18,Failed,High Impurity,592
Q00958,B202500958,P010,2026-08-13,Assay,100.23,97.72,Passed,None,0
Q00959,B202600959,P010,2026-07-01,Assay,97.54,97.31,Passed,None,0
Q00960,B202500960,P002,2025-10-13,Purity,96.13,98.28,Failed,Packaging Defect,886
Q00961,B202600961,P013,2025-01-29,Assay,97.11,97.22,Failed,Contamination,239
Q00962,B202500962,P014,2025-09-20,Purity,98.79,96.44,Passed,None,0
Q00963,B202600963,P002,2026-05-17,Purity,97.58,95.21,Passed,None,0
Q00964,B202500964,P009,2025-06-16,Dissolution,96.85,96.43,Passed,None,0
Q00965,B202600965,P019,2025-01-07,Potency,98.74,96.96,Passed,None,0
Q00966,B202500966,P016,2025-02-18,Potency,95.91,95.12,Passed,None,0
Q00967,B202600967,P015,2025-04-18,Dissolution,97.86,95.5,Passed,None,0
Q00968,B202500968,P003,2025-09-09,Dissolution,97.7,95.87,Passed,None,0
Q00969,B202600969,P010,2025-01-29,Assay,96.1,95.09,Passed,None,0
Q00970,B202500970,P016,2026-01-14,Potency,102.34,98.12,Passed,None,0
Q00971,B202600971,P017,2025-05-17,Assay,98.9,98.58,Passed,None,0
Q00972,B202500972,P009,2025-06-18,Dissolution,95.49,96.58,Failed,Packaging Defect,303
Q00973,B202600973,P015,2025-12-21,Dissolution,99.49,98.19,Passed,None,0
Q00974,B202500974,P005,2026-02-28,Purity,97.97,96.57,Passed,None,0
Q00975,B202600975,P016,2026-03-25,Potency,101.75,96.79,Passed,None,0
Q00976,B202500976,P011,2025-03-17,Potency,96.86,95.14,Passed,None,0
Q00977,B202600977,P019,2025-06-04,Potency,96.0,95.39,Passed,None,0
Q00978,B202500978,P017,2026-08-05,Assay,96.51,96.46,Passed,None,0
Q00979,B202600979,P013,2025-11-26,Assay,98.13,95.88,Passed,None,0
Q00980,B202500980,P004,2026-08-16,Assay,100.31,97.89,Passed,None,0
Q00981,B202600981,P017,2026-06-05,Assay,95.19,95.64,Failed,Contamination,313
Q00982,B202500982,P012,2026-05-28,Purity,102.01,98.12,Passed,None,0
Q00983,B202600983,P013,2025-04-28,Assay,95.74,97.56,Failed,Dissolution Failure,244
Q00984,B202500984,P011,2025-02-21,Potency,99.8,97.98,Passed,None,0
Q00985,B202600985,P004,2026-03-26,Assay,101.74,98.87,Passed,None,0
Q00986,B202500986,P019,2026-02-05,Potency,98.42,95.65,Passed,None,0
Q00987,B202600987,P001,2025-02-28,Assay,96.03,98.86,Failed,Packaging Defect,261
Q00988,B202500988,P011,2025-02-23,Potency,102.79,96.96,Passed,None,0
Q00989,B202600989,P016,2025-02-04,Potency,98.76,97.88,Passed,None,0
Q00990,B202500990,P012,2025-07-12,Purity,96.18,96.54,Failed,Dissolution Failure,410
Q00991,B202600991,P009,2025-04-29,Dissolution,100.56,98.94,Passed,None,0
Q00992,B202500992,P002,2026-08-08,Purity,99.3,96.63,Passed,None,0
Q00993,B202600993,P007,2025-02-11,Assay,98.27,96.8,Passed,None,0
Q00994,B202500994,P018,2026-04-07,Purity,100.55,96.56,Passed,None,0
Q00995,B202600995,P007,2025-06-29,Assay,96.92,98.09,Failed,Contamination,521
Q00996,B202500996,P014,2026-04-05,Purity,98.44,96.04,Passed,None,0
Q00997,B202600997,P019,2026-01-03,Potency,101.09,98.12,Passed,None,0
Q00998,B202500998,P008,2025-05-23,Purity,98.98,96.6,Passed,None,0
Q00999,B202600999,P007,2026-06-23,Assay,100.73,98.4,Passed,None,0
Q01000,B202501000,P004,2026-07-15,Assay,99.04,95.84,Passed,None,0
Q01001,B202601001,P005,2025-01-23,Purity,93.25,96.39,Failed,Contamination,930
Q01002,B202501002,P016,2025-04-28,Potency,99.2,97.89,Passed,None,0
Q01003,B202601003,P015,2025-10-23,Dissolution,94.87,97.94,Failed,High Impurity,174
Q01004,B202501004,P002,2025-05-29,Purity,101.96,98.41,Passed,None,0
Q01005,B202601005,P017,2025-10-09,Assay,97.23,97.45,Failed,Low Potency,667
Q01006,B202501006,P013,2026-01-22,Assay,99.99,98.04,Passed,None,0
Q01007,B202601007,P004,2026-06-10,Assay,98.26,97.05,Passed,None,0
Q01008,B202501008,P005,2025-08-07,Purity,98.26,95.32,Passed,None,0
Q01009,B202601009,P008,2026-03-11,Purity,99.9,96.43,Passed,None,0
Q01010,B202501010,P020,2025-04-20,Potency,97.89,95.56,Passed,None,0
Q01011,B202601011,P002,2026-03-19,Purity,98.91,95.5,Passed,None,0
