Sale_ID,Sale_Date,Product_ID,Customer_ID,Batch_ID,Quantity_Sold,Unit_Price,Discount_Percent,Total_Sales,Sales_Region,Sales_Rep
S002063,2026-01-24,P008,H0144,B202602631,746,40,7.5,27602.0,South,Arjun
S002064,2026-05-31,P010,H0309,B202502770,464,55,0.0,25520.0,South,Neha
S002065,2025-08-17,P007,H0148,B202601831,50,50,7.5,2312.5,West,Vikram
S002066,2025-07-22,P011,H0159,B202504452,305,450,5.0,130387.5,North,Vikram
S002067,2026-06-26,P011,H0011,B202500480,927,450,2.5,406721.25,West,Priya
S002068,2025-12-27,P012,H0260,B202602399,60,65,0.0,3900.0,South,Rahul
S002069,2026-06-02,P020,H0161,B202500244,593,300,5.0,169005.0,East,Vikram
S002070,2025-11-30,P018,H0404,B202601629,457,80,2.5,35646.0,North,Kiran
S002071,2025-11-16,P008,H0254,B202500752,790,40,5.0,30020.0,West,Anita
S002072,2026-02-15,P006,H0414,B202601959,809,70,5.0,53798.5,West,Priya
S002073,2025-10-02,P014,H0082,B202600915,335,42,10.0,12663.0,South,Sneha
S002074,2026-05-05,P009,H0255,B202504118,973,30,5.0,27730.5,East,Neha
S002075,2026-02-12,P010,H0178,B202601981,24,55,2.5,1287.0,West,Priya
S002076,2026-04-29,P017,H0500,B202604325,998,38,5.0,36027.8,West,Vikram
S002077,2025-08-04,P015,H0441,B202601775,661,90,5.0,56515.5,South,Neha
S002078,2025-11-26,P017,H0323,B202603663,609,38,5.0,21984.9,East,Sneha
S002079,2026-06-02,P008,H0111,B202602615,960,40,5.0,36480.0,West,Vikram
S002080,2026-04-26,P008,H0056,B202503068,94,40,0.0,3760.0,North,Sneha
S002081,2025-08-24,P004,H0063,B202604017,399,45,0.0,17955.0,East,Arjun
S002082,2025-11-27,P020,H0255,B202601471,21,300,5.0,5985.0,East,Kiran
S002083,2026-06-26,P009,H0254,B202504300,880,30,5.0,25080.0,West,Arjun
S002084,2026-06-27,P005,H0392,B202604349,197,95,2.5,18247.12,East,Arjun
S002085,2026-05-28,P019,H0496,B202500424,612,125,5.0,72675.0,North,Sneha
S002086,2026-04-27,P001,H0190,B202604223,241,35,5.0,8013.25,South,Priya
S002087,2025-09-20,P019,H0288,B202502432,961,125,5.0,114118.75,West,Neha
S002088,2026-03-19,P020,H0091,B202502144,563,300,0.0,168900.0,South,Kiran
S002089,2025-08-22,P006,H0159,B202603979,855,70,5.0,56857.5,North,Arjun
S002090,2026-02-20,P020,H0473,B202600693,433,300,2.5,126652.5,East,Kiran
S002091,2025-08-19,P005,H0242,B202502016,262,95,2.5,24267.75,East,Kiran
S002092,2026-06-18,P019,H0499,B202502784,836,125,0.0,104500.0,East,Rahul
S002093,2025-11-02,P014,H0399,B202603573,868,42,2.5,35544.6,South,Priya
S002094,2026-02-14,P010,H0102,B202601149,971,55,5.0,50734.75,South,Priya
S002095,2025-10-04,P012,H0204,B202504942,513,65,0.0,33345.0,East,Kiran
S002096,2026-03-28,P009,H0010,B202604893,451,30,5.0,12853.5,North,Neha
S002097,2025-08-16,P002,H0103,B202601279,485,85,2.5,40194.38,West,Arjun
S002098,2026-05-09,P020,H0075,B202603563,388,300,5.0,110580.0,North,Rahul
S002099,2025-11-26,P018,H0003,B202502040,71,80,0.0,5680.0,East,Neha
S002100,2026-05-16,P004,H0218,B202503956,952,45,10.0,38556.0,North,Sneha
S002101,2025-12-24,P020,H0144,B202603561,966,300,0.0,289800.0,South,Anita
S002102,2025-11-01,P005,H0346,B202504720,675,95,2.5,62521.88,West,Vikram
S002103,2026-04-01,P016,H0123,B202603241,68,110,5.0,7106.0,South,Vikram
S002104,2026-05-25,P019,H0351,B202504320,990,125,2.5,120656.25,North,Kiran
S002105,2026-04-19,P014,H0119,B202501914,694,42,5.0,27690.6,South,Neha
S002106,2025-12-13,P006,H0220,B202604919,888,70,2.5,60606.0,South,Rahul
S002107,2025-10-25,P015,H0310,B202500028,12,90,2.5,1053.0,South,Priya
S002108,2026-03-09,P007,H0387,B202502726,543,50,5.0,25792.5,West,Arjun
S002109,2025-09-06,P018,H0078,B202501642,525,80,5.0,39900.0,East,Neha
S002110,2026-01-10,P002,H0496,B202602341,475,85,10.0,36337.5,North,Neha
S002111,2026-04-18,P014,H0033,B202602881,499,42,2.5,20434.05,North,Arjun
S002112,2025-10-16,P018,H0400,B202503612,181,80,0.0,14480.0,East,Neha
S002113,2025-11-05,P016,H0280,B202600147,457,110,7.5,46499.75,South,Rahul
S002114,2025-11-23,P001,H0119,B202501450,73,35,2.5,2491.12,South,Anita
S002115,2025-12-20,P011,H0332,B202604861,622,450,5.0,265905.0,East,Arjun
S002116,2026-04-25,P006,H0190,B202502648,381,70,0.0,26670.0,South,Priya
S002117,2026-04-22,P007,H0363,B202601895,915,50,2.5,44606.25,North,Arjun
S002118,2025-08-14,P012,H0417,B202601647,612,65,0.0,39780.0,South,Kiran
S002119,2025-12-09,P006,H0235,B202504906,254,70,0.0,17780.0,East,Anita
S002120,2025-12-19,P006,H0467,B202604715,181,70,0.0,12670.0,North,Sneha
S002121,2026-04-06,P017,H0390,B202503348,613,38,5.0,22129.3,West,Kiran
S002122,2025-11-21,P011,H0135,B202502746,461,450,0.0,207450.0,North,Arjun
S002123,2026-01-19,P010,H0195,B202503332,144,55,5.0,7524.0,South,Anita
S002124,2025-11-28,P002,H0310,B202604939,512,85,5.0,41344.0,South,Neha
S002125,2025-12-13,P005,H0140,B202603427,940,95,5.0,84835.0,South,Anita
S002126,2026-02-07,P016,H0367,B202502826,895,110,5.0,93527.5,South,Neha
S002127,2026-04-20,P012,H0075,B202502880,765,65,2.5,48481.88,North,Priya
S002128,2025-10-24,P013,H0215,B202500246,120,75,5.0,8550.0,West,Arjun
S002129,2026-02-15,P001,H0072,B202502248,422,35,5.0,14031.5,West,Vikram
S002130,2025-08-26,P002,H0063,B202601903,540,85,7.5,42457.5,East,Anita
S002131,2026-04-27,P010,H0248,B202502260,888,55,7.5,45177.0,South,Arjun
S002132,2026-01-23,P012,H0415,B202501882,158,65,0.0,10270.0,South,Anita
S002133,2025-07-15,P018,H0469,B202502910,714,80,5.0,54264.0,West,Sneha
S002134,2025-11-16,P009,H0264,B202500972,536,30,7.5,14874.0,South,Vikram
S002135,2025-12-24,P016,H0486,B202503494,640,110,5.0,66880.0,South,Kiran
S002136,2025-09-19,P016,H0299,B202604493,701,110,10.0,69399.0,West,Priya
S002137,2025-08-24,P012,H0068,B202503920,822,65,7.5,49422.75,East,Priya
S002138,2026-04-05,P010,H0380,B202600265,812,55,5.0,42427.0,West,Anita
S002139,2025-12-02,P008,H0373,B202501890,201,40,0.0,8040.0,South,Sneha
S002140,2026-06-29,P009,H0299,B202603085,957,30,0.0,28710.0,West,Priya
S002141,2025-07-26,P008,H0438,B202602973,611,40,0.0,24440.0,South,Sneha
S002142,2026-01-26,P011,H0129,B202504390,771,450,2.5,338276.25,West,Neha
S002143,2025-08-13,P019,H0357,B202603095,775,125,5.0,92031.25,West,Arjun
S002144,2025-08-25,P014,H0246,B202504326,671,42,5.0,26772.9,West,Sneha
S002145,2026-02-09,P010,H0125,B202502260,914,55,0.0,50270.0,South,Sneha
S002146,2025-12-15,P015,H0082,B202504050,217,90,0.0,19530.0,South,Rahul
S002147,2025-12-18,P013,H0408,B202601699,370,75,2.5,27056.25,West,Kiran
S002148,2026-06-26,P017,H0360,B202502606,592,38,7.5,20808.8,East,Arjun
S002149,2026-05-14,P014,H0094,B202600889,790,42,5.0,31521.0,East,Rahul
S002150,2026-06-15,P016,H0351,B202502898,166,110,7.5,16890.5,North,Neha
S002151,2025-07-08,P013,H0224,B202600413,431,75,0.0,32325.0,South,Anita
S002152,2026-03-16,P003,H0299,B202501512,497,120,5.0,56658.0,West,Kiran
S002153,2025-09-15,P014,H0129,B202601125,699,42,10.0,26422.2,West,Kiran
S002154,2026-02-10,P018,H0335,B202601403,948,80,5.0,72048.0,North,Rahul
S002155,2026-06-25,P005,H0298,B202500118,483,95,7.5,42443.62,East,Anita
S002156,2026-03-21,P018,H0432,B202501518,104,80,5.0,7904.0,South,Rahul
S002157,2026-06-01,P017,H0149,B202501012,570,38,5.0,20577.0,West,Rahul
S002158,2026-04-21,P003,H0425,B202503918,545,120,0.0,65400.0,West,Priya
S002159,2025-12-04,P006,H0383,B202601695,160,70,5.0,10640.0,South,Neha
S002160,2026-03-08,P012,H0287,B202600895,368,65,0.0,23920.0,East,Priya
S002161,2026-03-19,P008,H0445,B202504046,347,40,7.5,12839.0,South,Neha
S002162,2025-11-10,P005,H0130,B202604371,594,95,2.5,55019.25,West,Sneha
S002163,2026-04-25,P012,H0010,B202504162,498,65,7.5,29942.25,North,Rahul
S002164,2025-12-01,P001,H0494,B202502542,384,35,0.0,13440.0,South,Rahul
S002165,2026-06-08,P015,H0163,B202600579,982,90,0.0,88380.0,West,Anita
S002166,2026-03-29,P020,H0254,B202504746,533,300,5.0,151905.0,West,Rahul
S002167,2026-01-15,P001,H0036,B202600297,230,35,5.0,7647.5,West,Rahul
S002168,2026-04-08,P012,H0074,B202602171,294,65,0.0,19110.0,North,Arjun
S002169,2026-02-07,P005,H0358,B202604307,906,95,0.0,86070.0,West,Rahul
S002170,2025-07-22,P009,H0323,B202503968,157,30,7.5,4356.75,East,Kiran
S002171,2025-07-31,P006,H0359,B202501624,67,70,5.0,4455.5,East,Anita
S002172,2025-08-15,P009,H0288,B202503608,183,30,0.0,5490.0,West,Anita
S002173,2026-02-22,P006,H0209,B202502284,155,70,0.0,10850.0,North,Neha
S002174,2026-01-22,P016,H0456,B202600919,749,110,0.0,82390.0,West,Rahul
S002175,2026-04-30,P014,H0088,B202502240,80,42,2.5,3276.0,North,Sneha
S002176,2026-06-27,P001,H0304,B202602651,582,35,2.5,19860.75,North,Rahul
S002177,2025-08-27,P020,H0129,B202602023,251,300,10.0,67770.0,West,Vikram
S002178,2026-04-21,P006,H0464,B202603701,825,70,7.5,53418.75,North,Rahul
S002179,2025-12-23,P005,H0375,B202604395,994,95,7.5,87347.75,North,Anita
S002180,2025-07-09,P012,H0072,B202504800,364,65,5.0,22477.0,West,Arjun
S002181,2025-10-01,P020,H0447,B202603699,230,300,2.5,67275.0,West,Anita
S002182,2026-02-07,P008,H0211,B202504440,109,40,5.0,4142.0,South,Kiran
S002183,2025-08-13,P007,H0290,B202604003,409,50,0.0,20450.0,West,Arjun
S002184,2025-11-11,P020,H0446,B202502084,459,300,10.0,123930.0,West,Vikram
S002185,2025-09-15,P016,H0300,B202600163,731,110,10.0,72369.0,South,Rahul
S002186,2025-11-16,P003,H0073,B202500968,948,120,10.0,102384.0,South,Neha
S002187,2025-08-20,P004,H0142,B202602811,513,45,5.0,21930.75,West,Vikram
S002188,2025-11-21,P002,H0428,B202602115,395,85,5.0,31896.25,West,Anita
S002189,2025-10-31,P020,H0167,B202504510,493,300,5.0,140505.0,West,Sneha
S002190,2025-07-10,P005,H0464,B202600357,703,95,7.5,61776.12,North,Neha
S002191,2026-01-01,P008,H0377,B202600431,955,40,7.5,35335.0,East,Kiran
S002192,2026-03-18,P019,H0404,B202602455,790,125,0.0,98750.0,North,Anita
S002193,2025-07-11,P016,H0043,B202604063,164,110,5.0,17138.0,West,Arjun
S002194,2025-10-25,P017,H0277,B202500598,332,38,7.5,11669.8,West,Kiran
S002195,2026-04-12,P002,H0367,B202600335,547,85,5.0,44170.25,South,Sneha
S002196,2025-10-10,P014,H0051,B202604929,210,42,0.0,8820.0,South,Arjun
S002197,2025-08-05,P008,H0382,B202603935,870,40,5.0,33060.0,East,Anita
S002198,2026-02-26,P007,H0262,B202602857,810,50,7.5,37462.5,East,Priya
S002199,2026-03-07,P011,H0138,B202602189,316,450,7.5,131535.0,North,Rahul
S002200,2025-10-02,P014,H0457,B202500842,726,42,2.5,29729.7,South,Priya
S002201,2026-04-17,P011,H0169,B202504486,938,450,5.0,400995.0,North,Sneha
S002202,2026-06-07,P014,H0385,B202502394,717,42,5.0,28608.3,East,Priya
S002203,2025-07-20,P003,H0422,B202503566,605,120,10.0,65340.0,South,Anita
S002204,2026-01-08,P012,H0023,B202603945,727,65,5.0,44892.25,West,Vikram
S002205,2026-02-01,P001,H0015,B202503310,192,35,2.5,6552.0,South,Priya
S002206,2026-04-07,P014,H0155,B202603197,678,42,2.5,27764.1,North,Priya
S002207,2026-06-09,P016,H0294,B202601999,888,110,5.0,92796.0,South,Kiran
S002208,2026-01-18,P001,H0279,B202602421,937,35,7.5,30335.38,East,Anita
S002209,2025-12-27,P008,H0219,B202504252,649,40,2.5,25311.0,South,Vikram
S002210,2025-11-02,P008,H0461,B202604085,292,40,5.0,11096.0,North,Vikram
S002211,2025-08-27,P013,H0277,B202502794,760,75,0.0,57000.0,West,Sneha
S002212,2025-07-05,P007,H0494,B202603367,232,50,0.0,11600.0,South,Arjun
S002213,2026-01-18,P016,H0292,B202501446,201,110,0.0,22110.0,South,Sneha
S002214,2026-06-04,P020,H0215,B202503020,417,300,5.0,118845.0,West,Vikram
S002215,2026-01-09,P013,H0040,B202503992,134,75,0.0,10050.0,South,Priya
S002216,2025-09-17,P006,H0046,B202500914,614,70,5.0,40831.0,South,Kiran
S002217,2026-04-17,P005,H0462,B202500922,180,95,0.0,17100.0,East,Rahul
S002218,2026-06-22,P005,H0022,B202503180,624,95,5.0,56316.0,West,Sneha
S002219,2025-12-17,P005,H0474,B202502508,862,95,7.5,75748.25,West,Kiran
S002220,2026-03-02,P014,H0408,B202602407,790,42,2.5,32350.5,West,Rahul
S002221,2026-01-17,P013,H0250,B202603911,876,75,0.0,65700.0,East,Rahul
S002222,2025-12-17,P018,H0100,B202503326,856,80,7.5,63344.0,West,Sneha
S002223,2026-05-10,P016,H0206,B202500704,823,110,10.0,81477.0,East,Rahul
S002224,2026-04-17,P020,H0031,B202500264,71,300,0.0,21300.0,West,Sneha
S002225,2025-08-04,P006,H0393,B202603905,695,70,5.0,46217.5,South,Neha
S002226,2026-02-24,P007,H0318,B202500856,42,50,5.0,1995.0,West,Kiran
S002227,2025-10-26,P011,H0142,B202502262,802,450,2.5,351877.5,West,Kiran
S002228,2026-01-03,P010,H0199,B202604647,868,55,5.0,45353.0,South,Neha
S002229,2025-08-07,P018,H0291,B202601323,591,80,5.0,44916.0,South,Sneha
S002230,2026-04-22,P008,H0034,B202604473,666,40,10.0,23976.0,North,Kiran
S002231,2026-04-06,P010,H0456,B202501962,252,55,7.5,12820.5,West,Anita
S002232,2026-03-14,P010,H0303,B202504958,309,55,5.0,16145.25,North,Arjun
S002233,2026-01-30,P005,H0427,B202502654,373,95,0.0,35435.0,South,Vikram
S002234,2025-10-22,P015,H0103,B202602107,190,90,5.0,16245.0,West,Rahul
S002235,2026-02-03,P019,H0483,B202502408,980,125,10.0,110250.0,North,Vikram
S002236,2026-01-31,P018,H0263,B202600869,390,80,10.0,28080.0,North,Anita
S002237,2026-05-19,P004,H0036,B202503960,323,45,0.0,14535.0,West,Kiran
S002238,2025-08-24,P013,H0416,B202501310,735,75,5.0,52368.75,South,Anita
S002239,2025-09-30,P001,H0003,B202600859,977,35,2.5,33340.12,East,Anita
S002240,2026-03-18,P016,H0221,B202502002,83,110,5.0,8673.5,North,Neha
S002241,2026-04-18,P008,H0495,B202502948,631,40,2.5,24609.0,West,Kiran
S002242,2026-01-08,P002,H0247,B202602557,917,85,0.0,77945.0,South,Priya
S002243,2026-02-08,P008,H0133,B202600171,10,40,10.0,360.0,North,Rahul
S002244,2025-10-08,P001,H0458,B202602413,568,35,5.0,18886.0,West,Vikram
S002245,2026-02-14,P011,H0144,B202603325,85,450,10.0,34425.0,South,Anita
S002246,2026-05-21,P018,H0408,B202604695,389,80,0.0,31120.0,West,Neha
S002247,2025-08-05,P006,H0461,B202602819,142,70,0.0,9940.0,North,Priya
S002248,2026-03-27,P003,H0229,B202500926,651,120,2.5,76167.0,West,Priya
S002249,2025-09-28,P003,H0400,B202501668,401,120,10.0,43308.0,East,Neha
S002250,2025-07-26,P012,H0012,B202602193,428,65,10.0,25038.0,North,Rahul
S002251,2025-12-06,P002,H0058,B202601437,185,85,5.0,14938.75,North,Neha
S002252,2026-06-03,P016,H0254,B202602541,956,110,10.0,94644.0,West,Rahul
S002253,2026-01-19,P012,H0083,B202504692,276,65,10.0,16146.0,North,Sneha
S002254,2026-03-16,P007,H0193,B202501400,373,50,2.5,18183.75,West,Neha
S002255,2026-01-23,P014,H0077,B202602981,672,42,0.0,28224.0,South,Vikram
S002256,2026-02-25,P006,H0118,B202603009,398,70,5.0,26467.0,West,Rahul
S002257,2025-08-03,P008,H0046,B202602675,173,40,7.5,6401.0,South,Neha
S002258,2025-11-10,P017,H0392,B202603621,137,38,2.5,5075.85,East,Sneha
S002259,2026-05-03,P018,H0050,B202503326,113,80,2.5,8814.0,West,Vikram
S002260,2026-06-27,P003,H0419,B202603353,646,120,10.0,69768.0,North,Anita
S002261,2025-08-26,P013,H0018,B202603147,871,75,5.0,62058.75,West,Rahul
S002262,2025-09-14,P020,H0232,B202500466,398,300,10.0,107460.0,West,Priya
S002263,2025-10-03,P001,H0353,B202604035,362,35,0.0,12670.0,East,Anita
S002264,2026-03-10,P020,H0002,B202600493,112,300,2.5,32760.0,North,Neha
S002265,2025-08-14,P015,H0311,B202600197,912,90,0.0,82080.0,South,Rahul
S002266,2025-10-10,P001,H0126,B202504854,179,35,2.5,6108.38,South,Vikram
S002267,2025-09-21,P005,H0278,B202503792,850,95,5.0,76712.5,West,Kiran
S002268,2025-08-28,P011,H0061,B202501858,586,450,0.0,263700.0,North,Neha
S002269,2025-07-02,P019,H0298,B202504320,464,125,5.0,55100.0,East,Rahul
S002270,2025-08-28,P012,H0418,B202601811,907,65,0.0,58955.0,East,Arjun
S002271,2025-09-21,P015,H0383,B202603813,752,90,2.5,65988.0,South,Anita
S002272,2026-01-02,P008,H0015,B202603857,715,40,2.5,27885.0,South,Sneha
S002273,2026-05-21,P007,H0277,B202504898,827,50,5.0,39282.5,West,Neha
S002274,2026-06-17,P017,H0185,B202602963,813,38,2.5,30121.65,East,Sneha
S002275,2025-11-25,P015,H0344,B202501152,251,90,5.0,21460.5,West,Rahul
S002276,2026-01-20,P003,H0040,B202500802,614,120,5.0,69996.0,South,Vikram
S002277,2026-05-25,P014,H0043,B202600125,991,42,0.0,41622.0,West,Priya
S002278,2025-12-19,P019,H0116,B202603727,593,125,5.0,70418.75,West,Neha
S002279,2025-07-10,P011,H0229,B202504902,212,450,5.0,90630.0,West,Neha
S002280,2026-01-29,P015,H0492,B202602663,747,90,2.5,65549.25,South,Rahul
S002281,2026-02-05,P018,H0175,B202600097,895,80,5.0,68020.0,South,Kiran
S002282,2025-10-06,P008,H0160,B202604235,277,40,5.0,10526.0,East,Neha
S002283,2025-12-07,P020,H0157,B202603449,268,300,10.0,72360.0,South,Kiran
S002284,2026-05-21,P010,H0022,B202600723,578,55,2.5,30995.25,West,Rahul
S002285,2025-09-11,P003,H0381,B202501536,251,120,7.5,27861.0,North,Priya
S002286,2025-12-23,P003,H0488,B202502090,153,120,2.5,17901.0,South,Vikram
S002287,2025-10-02,P002,H0187,B202502176,851,85,2.5,70526.62,North,Rahul
S002288,2025-08-08,P014,H0485,B202502916,264,42,10.0,9979.2,South,Rahul
S002289,2025-12-04,P012,H0078,B202503684,997,65,2.5,63184.88,East,Priya
S002290,2026-04-12,P014,H0255,B202503894,918,42,5.0,36628.2,East,Vikram
S002291,2025-08-27,P018,H0401,B202502910,36,80,0.0,2880.0,West,Sneha
S002292,2026-03-17,P014,H0184,B202503146,983,42,7.5,38189.55,West,Kiran
S002293,2026-04-11,P002,H0056,B202503308,939,85,5.0,75824.25,North,Sneha
S002294,2026-05-25,P007,H0268,B202504670,713,50,0.0,35650.0,North,Kiran
S002295,2025-12-01,P018,H0202,B202503322,635,80,5.0,48260.0,West,Priya
S002296,2026-04-20,P002,H0473,B202604499,762,85,0.0,64770.0,East,Priya
S002297,2026-03-07,P020,H0182,B202504888,184,300,5.0,52440.0,North,Vikram
S002298,2025-12-05,P012,H0158,B202602519,436,65,7.5,26214.5,North,Rahul
S002299,2026-04-22,P009,H0298,B202602009,776,30,2.5,22698.0,East,Rahul
S002300,2026-01-13,P017,H0060,B202501012,677,38,0.0,25726.0,South,Sneha
S002301,2025-07-23,P007,H0462,B202503518,93,50,10.0,4185.0,East,Arjun
S002302,2025-07-13,P018,H0150,B202500952,488,80,0.0,39040.0,West,Anita
S002303,2025-10-19,P014,H0499,B202602225,450,42,10.0,17010.0,East,Priya
S002304,2026-04-22,P019,H0440,B202503650,966,125,5.0,114712.5,South,Anita
S002305,2026-03-23,P008,H0472,B202504206,882,40,7.5,32634.0,South,Anita
S002306,2026-02-21,P005,H0324,B202601423,177,95,5.0,15974.25,East,Arjun
S002307,2026-05-09,P016,H0215,B202500758,356,110,5.0,37202.0,West,Vikram
S002308,2025-10-23,P005,H0368,B202504720,361,95,2.5,33437.62,West,Priya
S002309,2025-12-04,P001,H0489,B202603379,266,35,10.0,8379.0,South,Rahul
S002310,2025-07-24,P012,H0175,B202601725,295,65,7.5,17736.88,South,Kiran
S002311,2025-12-08,P009,H0263,B202502884,725,30,5.0,20662.5,North,Neha
S002312,2025-07-26,P004,H0027,B202604173,161,45,0.0,7245.0,West,Rahul
S002313,2026-04-25,P018,H0248,B202504498,784,80,5.0,59584.0,South,Kiran
S002314,2026-01-30,P018,H0437,B202604953,614,80,5.0,46664.0,North,Kiran
S002315,2025-07-06,P005,H0442,B202604423,229,95,5.0,20667.25,South,Priya
S002316,2025-11-27,P015,H0217,B202502056,954,90,0.0,85860.0,West,Rahul
S002317,2026-02-14,P002,H0316,B202500148,259,85,2.5,21464.62,North,Kiran
S002318,2025-11-26,P013,H0297,B202602699,601,75,2.5,43948.12,South,Sneha
S002319,2026-04-08,P013,H0071,B202603933,566,75,2.5,41388.75,North,Anita
S002320,2025-12-25,P002,H0277,B202503228,432,85,0.0,36720.0,West,Anita
S002321,2025-09-06,P013,H0209,B202501014,254,75,10.0,17145.0,North,Neha
S002322,2025-10-01,P011,H0202,B202604467,730,450,5.0,312075.0,West,Anita
S002323,2025-10-04,P007,H0181,B202602111,95,50,5.0,4512.5,West,Vikram
S002324,2026-05-02,P006,H0273,B202603701,500,70,7.5,32375.0,East,Sneha
S002325,2025-12-03,P011,H0189,B202502824,571,450,5.0,244102.5,North,Priya
S002326,2025-12-20,P018,H0481,B202500138,360,80,5.0,27360.0,North,Kiran
S002327,2026-02-25,P016,H0155,B202503184,572,110,10.0,56628.0,North,Sneha
S002328,2026-06-01,P012,H0376,B202502526,742,65,0.0,48230.0,North,Sneha
S002329,2026-06-28,P001,H0146,B202501076,358,35,2.5,12216.75,East,Anita
S002330,2026-04-05,P009,H0040,B202504738,415,30,5.0,11827.5,South,Kiran
S002331,2025-09-26,P020,H0121,B202600693,741,300,2.5,216742.5,South,Sneha
S002332,2025-12-12,P019,H0122,B202603727,704,125,10.0,79200.0,South,Rahul
S002333,2025-09-10,P009,H0380,B202503336,41,30,5.0,1168.5,West,Kiran
S002334,2025-10-29,P012,H0100,B202500982,937,65,5.0,57859.75,West,Sneha
S002335,2025-12-11,P020,H0154,B202604829,337,300,0.0,101100.0,South,Neha
S002336,2026-04-02,P008,H0169,B202603421,575,40,0.0,23000.0,North,Rahul
S002337,2025-12-20,P007,H0147,B202602849,442,50,2.5,21547.5,East,Rahul
S002338,2026-03-11,P015,H0364,B202600657,105,90,2.5,9213.75,North,Anita
S002339,2025-10-12,P016,H0340,B202500920,662,110,5.0,69179.0,North,Rahul
S002340,2025-11-19,P002,H0226,B202603143,366,85,10.0,27999.0,North,Anita
S002341,2025-12-29,P008,H0290,B202504252,892,40,5.0,33896.0,West,Rahul
S002342,2026-05-10,P014,H0103,B202601459,86,42,7.5,3341.1,West,Neha
S002343,2025-11-25,P014,H0488,B202600125,349,42,10.0,13192.2,South,Neha
S002344,2026-02-23,P020,H0038,B202503512,428,300,10.0,115560.0,West,Neha
S002345,2026-04-11,P004,H0267,B202604173,290,45,7.5,12071.25,West,Neha
S002346,2025-09-08,P016,H0334,B202603045,428,110,0.0,47080.0,North,Neha
S002347,2025-08-19,P017,H0036,B202600893,801,38,2.5,29677.05,West,Sneha
S002348,2025-10-05,P002,H0019,B202601993,274,85,0.0,23290.0,West,Neha
S002349,2026-06-19,P012,H0257,B202603273,551,65,7.5,33128.88,East,Sneha
S002350,2025-11-05,P016,H0115,B202602471,394,110,2.5,42256.5,South,Neha
S002351,2026-05-03,P018,H0303,B202504082,300,80,10.0,21600.0,North,Anita
S002352,2025-12-30,P013,H0189,B202501120,926,75,7.5,64241.25,North,Sneha
S002353,2026-02-01,P003,H0475,B202500802,217,120,2.5,25389.0,West,Priya
S002354,2026-03-07,P005,H0319,B202500800,731,95,7.5,64236.62,East,Priya
S002355,2025-07-21,P010,H0186,B202601921,559,55,5.0,29207.75,North,Anita
S002356,2026-01-21,P006,H0200,B202603001,850,70,0.0,59500.0,East,Rahul
S002357,2026-06-10,P020,H0016,B202604105,217,300,5.0,61845.0,North,Vikram
S002358,2026-06-22,P005,H0151,B202501230,28,95,0.0,2660.0,South,Anita
S002359,2026-03-26,P017,H0241,B202501568,522,38,2.5,19340.1,East,Priya
S002360,2025-09-20,P015,H0241,B202502198,628,90,2.5,55107.0,East,Arjun
S002361,2026-03-17,P007,H0071,B202600819,802,50,5.0,38095.0,North,Vikram
S002362,2026-01-05,P012,H0441,B202502224,572,65,0.0,37180.0,South,Vikram
S002363,2025-09-05,P014,H0378,B202500736,891,42,7.5,34615.35,North,Arjun
S002364,2025-10-07,P019,H0225,B202501970,469,125,5.0,55693.75,West,Vikram
S002365,2025-10-05,P016,H0083,B202503414,853,110,10.0,84447.0,North,Anita
S002366,2025-09-03,P002,H0302,B202504690,811,85,0.0,68935.0,West,Kiran
S002367,2025-07-30,P014,H0223,B202500720,469,42,0.0,19698.0,West,Arjun
S002368,2026-05-29,P019,H0019,B202604285,99,125,2.5,12065.62,West,Priya
S002369,2026-04-04,P007,H0288,B202600819,954,50,2.5,46507.5,West,Rahul
S002370,2026-05-13,P013,H0059,B202603911,183,75,2.5,13381.88,South,Priya
S002371,2026-06-24,P019,H0228,B202603261,246,125,5.0,29212.5,East,Sneha
S002372,2026-05-10,P015,H0324,B202601029,967,90,5.0,82678.5,East,Sneha
S002373,2026-04-05,P008,H0459,B202500400,115,40,5.0,4370.0,South,Anita
S002374,2025-08-01,P017,H0049,B202601005,136,38,7.5,4780.4,East,Anita
S002375,2026-04-06,P007,H0409,B202501916,603,50,10.0,27135.0,North,Vikram
S002376,2026-04-23,P018,H0460,B202501878,357,80,2.5,27846.0,West,Rahul
S002377,2025-12-29,P017,H0242,B202604809,850,38,0.0,32300.0,East,Neha
S002378,2025-07-28,P006,H0071,B202503018,370,70,5.0,24605.0,North,Kiran
S002379,2026-03-08,P020,H0156,B202600871,671,300,5.0,191235.0,North,Arjun
S002380,2025-12-27,P013,H0403,B202502208,415,75,0.0,31125.0,West,Vikram
S002381,2025-08-17,P013,H0484,B202503244,787,75,2.5,57549.38,North,Vikram
S002382,2026-03-06,P008,H0363,B202604235,712,40,2.5,27768.0,North,Anita
S002383,2025-09-19,P013,H0459,B202500412,760,75,5.0,54150.0,South,Priya
S002384,2025-10-30,P016,H0236,B202504060,104,110,10.0,10296.0,East,Neha
S002385,2026-01-05,P003,H0367,B202603603,367,120,5.0,41838.0,South,Vikram
S002386,2026-01-22,P009,H0437,B202603243,162,30,2.5,4738.5,North,Rahul
S002387,2026-03-29,P007,H0186,B202501916,532,50,7.5,24605.0,North,Arjun
S002388,2026-06-15,P014,H0237,B202601857,620,42,5.0,24738.0,North,Sneha
